,0
context_precision,0.7659574467319146
faithfulness,0.6883039062386888
answer_relevancy,0.6635191100307561
context_recall,0.6003703703703703
answer_correctness,0.4901765444273889
semantic_similarity,0.8722792667036021
processing_time_sec,13.993019370212927
